"User ID","Age","Gender","Height (cm)","Weight (kg)","Workout Type","Workout Duration (mins)","Calories Burned","Heart Rate (bpm)","Steps Taken","Distance (km)","Workout Intensity","Sleep Hours","Daily Calories Intake","Resting Heart Rate (bpm)","Mood Before Workout","Mood After Workout","Age Group"
9800,27,"Other",153,103,"Cycling",118,876,135,17505,13.53,"High",8.9,1835,82,"Tired","Fatigued","Young"
9815,18,"Male",184,104,"Strength",97,426,88,10722,13.09,"Low",9.8,2369,50,"Stressed","Neutral","Young"
9819,20,"Other",155,50,"Running",15,405,156,19488,8.39,"Low",8.1,2859,69,"Neutral","Neutral","Young"
9832,38,"Female",165,50,"Cycling",117,191,177,6213,12.73,"Medium",9.6,2762,52,"Neutral","Fatigued","Middle-aged"
9837,23,"Male",167,113,"Cardio",103,478,170,14022,1.09,"Medium",6.1,3933,82,"Tired","Energized","Young"
9841,20,"Male",192,70,"HIIT",11,911,167,13322,1.68,"Low",7.3,3762,71,"Tired","Energized","Young"
9847,54,"Other",157,118,"Running",40,347,109,13634,2.99,"Low",4.5,2130,89,"Tired","Fatigued","Senior"
9850,31,"Female",183,109,"Running",10,266,117,4121,10.95,"Low",7.2,1658,89,"Neutral","Neutral","Middle-aged"
9853,46,"Other",199,55,"Running",104,626,124,5774,8.73,"Medium",8.8,3559,50,"Neutral","Fatigued","Middle-aged"
9862,19,"Female",199,83,"Running",105,286,171,7197,5.75,"Low",8.2,3788,88,"Happy","Fatigued","Young"
9873,20,"Male",161,107,"Cycling",112,199,110,4512,0.99,"Medium",9.3,2097,60,"Neutral","Neutral","Young"
9877,20,"Other",190,76,"Yoga",17,504,92,3965,7.51,"Low",9.8,2739,52,"Happy","Fatigued","Young"
9892,21,"Other",158,105,"Cardio",86,469,134,8788,14.85,"High",6.6,1973,50,"Happy","Neutral","Young"
9895,51,"Female",177,64,"Strength",10,588,170,1548,2.96,"High",9.7,2529,87,"Happy","Neutral","Senior"
9897,38,"Male",183,67,"Cycling",40,206,143,1879,7.94,"Low",9.3,3994,89,"Neutral","Neutral","Middle-aged"
9899,57,"Other",151,66,"Strength",49,800,133,3720,0.7,"High",8.8,2532,67,"Stressed","Energized","Senior"
9901,50,"Male",163,59,"Yoga",99,463,81,1222,11.66,"High",9.2,1567,88,"Neutral","Fatigued","Middle-aged"
9907,43,"Female",199,50,"Yoga",102,353,80,2811,2.14,"Medium",7.6,2123,57,"Neutral","Fatigued","Middle-aged"
9910,56,"Male",174,112,"Yoga",105,226,171,3109,5.07,"High",4.5,3584,69,"Stressed","Energized","Senior"
9911,41,"Male",152,106,"Cycling",115,299,175,18906,13.74,"Low",7.8,2120,80,"Tired","Fatigued","Middle-aged"
9924,45,"Female",171,110,"HIIT",118,252,155,19128,11.55,"High",4.2,1744,71,"Neutral","Fatigued","Middle-aged"
9928,57,"Other",185,58,"Cardio",118,179,108,5475,6.48,"Low",4.3,1517,53,"Stressed","Neutral","Senior"
9930,32,"Female",172,54,"HIIT",117,918,83,13955,11.17,"High",5.6,3919,68,"Tired","Energized","Middle-aged"
9937,20,"Other",152,115,"Cardio",30,886,127,5971,4.87,"High",6.2,2090,50,"Tired","Energized","Young"
9940,34,"Other",160,50,"Running",16,812,170,4081,0.86,"High",8.5,2923,63,"Tired","Neutral","Middle-aged"
9943,25,"Male",162,78,"Cardio",114,232,155,18158,11.84,"Low",8.8,3667,50,"Tired","Neutral","Young"
9945,40,"Other",190,50,"Cycling",94,178,167,1384,3.84,"Medium",9.5,2863,54,"Happy","Energized","Middle-aged"
9947,55,"Male",198,73,"HIIT",78,726,107,10054,14.95,"Medium",5.3,2335,88,"Happy","Energized","Senior"
9951,46,"Other",160,117,"Cardio",111,489,108,2395,0.94,"Medium",4.3,2638,66,"Tired","Energized","Middle-aged"
9952,40,"Other",197,110,"Running",23,583,128,3710,0.96,"Low",4.5,2097,55,"Happy","Energized","Middle-aged"
9962,27,"Male",154,74,"Strength",30,547,173,14201,0.52,"Medium",8.8,3355,53,"Happy","Neutral","Young"
9963,48,"Female",152,111,"Strength",103,110,152,19773,6.44,"Low",8.1,2204,75,"Neutral","Energized","Middle-aged"
9965,24,"Other",189,59,"Yoga",25,161,161,3197,12.6,"High",9.4,2761,57,"Tired","Fatigued","Young"
9971,53,"Male",150,102,"Cycling",28,142,167,6041,9.68,"Low",6.9,3481,87,"Neutral","Energized","Senior"
9973,24,"Male",190,72,"Cardio",117,795,85,1032,4.56,"Low",4.1,1791,73,"Happy","Fatigued","Young"
9978,23,"Other",198,82,"Cardio",19,357,113,19406,1.46,"High",9.1,1948,87,"Happy","Fatigued","Young"
9979,23,"Male",176,61,"Cycling",112,994,111,12412,13.82,"Low",8.7,1582,89,"Stressed","Energized","Young"
9980,27,"Male",171,53,"Cardio",84,148,94,4796,8.25,"Low",4.2,3832,89,"Stressed","Neutral","Young"
9988,52,"Male",199,91,"HIIT",34,208,107,9166,2.04,"Low",4.4,2171,82,"Happy","Energized","Senior"
9993,18,"Male",169,117,"Running",91,360,150,15400,12.68,"High",9.8,2873,65,"Stressed","Fatigued","Young"
9996,20,"Other",173,59,"Yoga",95,230,160,1330,12.83,"Medium",10,3718,56,"Neutral","Neutral","Young"
